,dt,dispatch_time,order_id
0,20221017,1665977114,522093
1,20221017,1665977114,259146
2,20221017,1665977114,64002
3,20221017,1665977114,85993
4,20221017,1665977114,215713
5,20221017,1665977114,3214
6,20221017,1665977114,395445
7,20221017,1665977114,321260
8,20221017,1665977114,293224
9,20221017,1665977114,12964
10,20221017,1665977114,432901
11,20221017,1665977114,307304
12,20221017,1665977114,140944
13,20221017,1665977114,134860
14,20221017,1665977114,329449
15,20221017,1665977114,147009
16,20221017,1665977114,250552
17,20221017,1665977114,25815
18,20221017,1665977114,558419
19,20221017,1665977114,180222
20,20221017,1665977114,365592
21,20221017,1665977114,3218
22,20221017,1665977114,183218
23,20221017,1665977114,230204
24,20221017,1665977114,110597
25,20221017,1665977114,128718
26,20221017,1665977114,76554
27,20221017,1665977114,113670
28,20221017,1665977114,304465
29,20221017,1665977114,206680
30,20221017,1665977114,540428
31,20221017,1665977114,6485
32,20221017,1665977114,177189
33,20221017,1665977114,98378
34,20221017,1665977114,296029
35,20221017,1665977114,73398
36,20221017,1665977114,406339
37,20221017,1665977114,387333
38,20221017,1665977114,318433
39,20221017,1665977114,25840
40,20221017,1665977114,334972
41,20221017,1665977114,159024
42,20221017,1665977114,483066
43,20221017,1665977114,273389
44,20221017,1665977114,454279
45,20221017,1665977114,159039
46,20221017,1665977114,496025
47,20221017,1665977114,532606
48,20221017,1665977114,51479
49,20221017,1665977114,287655
50,20221017,1665977114,373801
51,20221017,1665977114,116621
52,20221017,1665977114,12973
53,20221017,1665977114,89
54,20221017,1665977114,22582
55,20221017,1665977114,480559
56,20221017,1665977114,88
57,20221017,1665977114,162151
58,20221017,1665977114,357227
59,20221017,1665977114,392759
60,20221017,1665977114,267686
61,20221017,1665977114,253371
62,20221017,1665977114,165207
63,20221017,1665977114,376533
64,20221017,1665977114,550663
65,20221017,1665977114,110606
66,20221017,1665977114,480562
67,20221017,1665977114,137869
68,20221017,1665977114,174195
69,20221017,1665977114,177190
70,20221017,1665977114,168121
71,20221017,1665977114,140945
72,20221017,1665977114,537895
73,20221017,1665977114,384548
74,20221017,1665977114,165208
75,20221017,1665977114,472659
76,20221017,1665977114,477934
77,20221017,1665977114,403629
78,20221017,1665977114,435627
79,20221017,1665977114,440996
80,20221017,1665977114,159019
81,20221017,1665977114,422236
82,20221017,1665977114,390033
83,20221017,1665977114,334973
84,20221017,1665977114,449043
85,20221017,1665977114,153048
86,20221017,1665977114,89106
87,20221017,1665977114,174193
88,20221017,1665977114,209744
89,20221017,1665977114,273387
90,20221017,1665977114,45035
91,20221017,1665977114,456864
92,20221017,1665977114,454280
93,20221017,1665977114,89135
94,20221017,1665977114,516904
95,20221017,1665977114,177195
96,20221017,1665977114,313018
97,20221017,1665977114,279195
98,20221017,1665977114,156047
99,20221017,1665977114,215710
100,20221017,1665977114,519413
101,20221017,1665977114,174196
102,20221017,1665977114,282034
103,20221017,1665977114,451738
104,20221017,1665977114,16099
105,20221017,1665977114,236055
106,20221017,1665977114,122659
107,20221017,1665977114,472664
108,20221017,1665977114,247693
109,20221017,1665977114,293214
110,20221017,1665977114,542950
111,20221017,1665977114,230205
112,20221017,1665977114,376539
113,20221017,1665977114,125700
114,20221017,1665977114,236060
115,20221017,1665977114,524710
116,20221017,1665977114,186096
117,20221017,1665977114,194870
118,20221017,1665977114,293213
119,20221017,1665977114,3219
120,20221017,1665977114,348811
121,20221017,1665977114,379180
122,20221017,1665977114,19402
123,20221017,1665977114,424980
124,20221017,1665977114,233013
125,20221017,1665977114,200772
126,20221017,1665977114,224396
127,20221017,1665977114,490851
128,20221017,1665977114,490826
129,20221017,1665977114,224392
130,20221017,1665977114,168124
131,20221017,1665977114,94
132,20221017,1665977114,150000
133,20221017,1665977114,57727
134,20221017,1665977114,70312
135,20221017,1665977114,337718
136,20221017,1665977114,177197
137,20221017,1665977114,174199
138,20221017,1665977114,16100
139,20221017,1665977114,443679
140,20221017,1665977114,32119
141,20221017,1665977114,95405
142,20221017,1665977114,524706
143,20221017,1665977114,256232
144,20221017,1665977114,144001
145,20221017,1665977114,315752
146,20221017,1665977114,561034
147,20221017,1665977114,503897
148,20221017,1665977114,107542
149,20221017,1665977114,101606
150,20221017,1665977114,509050
151,20221017,1665977114,529982
152,20221017,1665977114,206677
153,20221017,1665977114,104582
154,20221017,1665977114,189068
155,20221017,1665977114,191940
156,20221017,1665977114,79833
157,20221017,1665977114,524698
158,20221017,1665977114,206672
159,20221017,1665977114,310174
160,20221017,1665977114,290374
161,20221017,1665977114,244726
162,20221017,1665977114,153051
163,20221017,1665977114,177186
164,20221017,1665977114,143995
165,20221017,1665977114,209754
166,20221017,1665977114,48305
167,20221017,1665977114,12967
168,20221017,1665977114,45053
169,20221017,1665977114,224394
170,20221017,1665977114,177183
171,20221017,1665977114,38504
172,20221017,1665977114,427557
173,20221017,1665977114,456862
174,20221017,1665977114,101
175,20221017,1665977114,35370
176,20221017,1665977114,262053
177,20221017,1665977114,203738
178,20221017,1665977114,162147
179,20221017,1665977114,365591
180,20221017,1665977114,270511
181,20221017,1665977114,89127
182,20221017,1665977114,561021
183,20221017,1665977114,548095
184,20221017,1665977114,38512
185,20221017,1665977114,82941
186,20221017,1665977114,146967
187,20221017,1665977114,247687
188,20221017,1665977114,48301
189,20221017,1665977114,509048
190,20221017,1665977114,90
191,20221017,1665977114,28939
192,20221017,1665977114,456856
193,20221017,1665977114,212731
194,20221017,1665977114,73399
195,20221017,1665977114,191944
196,20221017,1665977114,408973
197,20221017,1665977114,6491
198,20221017,1665977114,89121
199,20221017,1665977114,206676
200,20221017,1665977114,307299
201,20221017,1665977114,545548
202,20221017,1665977114,79837
203,20221017,1665977114,279196
204,20221017,1665977114,153049
205,20221017,1665977114,48304
206,20221017,1665977114,304459
207,20221017,1665977114,259148
208,20221017,1665977114,25842
209,20221017,1665977114,348808
210,20221017,1665977114,253374
211,20221017,1665977114,351610
212,20221017,1665977114,70310
213,20221017,1665977114,427559
214,20221017,1665977114,398151
215,20221017,1665977114,387335
216,20221017,1665977114,329454
217,20221017,1665977114,128720
218,20221017,1665977114,310171
219,20221017,1665977114,563516
220,20221017,1665977114,22580
221,20221017,1665977114,501222
222,20221017,1665977114,63996
223,20221017,1665977114,73408
224,20221017,1665977114,509053
225,20221017,1665977114,270517
226,20221017,1665977114,256234
227,20221017,1665977114,321239
228,20221017,1665977114,180226
229,20221017,1665977114,296038
230,20221017,1665977114,92249
231,20221017,1665977114,293207
232,20221017,1665977114,168112
233,20221017,1665977114,95398
234,20221017,1665977114,48299
235,20221017,1665977114,22586
236,20221017,1665977114,67178
237,20221017,1665977114,488207
238,20221017,1665977114,76560
239,20221017,1665977114,273386
240,20221017,1665977114,85994
241,20221017,1665977114,337726
242,20221017,1665977114,48300
243,20221017,1665977114,35362
244,20221017,1665977114,22588
245,20221017,1665977114,454276
246,20221017,1665977114,279194
247,20221017,1665977114,419678
248,20221017,1665977114,12969
249,20221017,1665977114,337729
250,20221017,1665977114,376546
251,20221017,1665977114,516887
252,20221017,1665977114,206667
253,20221017,1665977114,171188
254,20221017,1665977114,284884
255,20221017,1665977114,296034
256,20221017,1665977114,98382
257,20221017,1665977114,310177
258,20221017,1665977114,134863
259,20221017,1665977114,197827
260,20221017,1665977114,498606
261,20221017,1665977114,92243
262,20221017,1665977114,540434
263,20221017,1665977114,501220
264,20221017,1665977114,28937
265,20221017,1665977114,218639
266,20221017,1665977114,41711
267,20221017,1665977114,566064
268,20221017,1665977114,529974
269,20221017,1665977114,511729
270,20221017,1665977114,535233
271,20221017,1665977114,104580
272,20221017,1665977114,92257
273,20221017,1665977114,368308
274,20221017,1665977114,89113
275,20221017,1665977114,548098
276,20221017,1665977114,203733
277,20221017,1665977114,287656
278,20221017,1665977114,359993
279,20221017,1665977114,438284
280,20221017,1665977114,76558
281,20221017,1665977114,12963
282,20221017,1665977114,104572
283,20221017,1665977114,406334
284,20221017,1665977114,186097
285,20221017,1665977114,32104
286,20221017,1665977114,462105
287,20221017,1665977114,351614
288,20221017,1665977114,218638
289,20221017,1665977114,408974
290,20221017,1665977114,221500
291,20221017,1665977114,456858
292,20221017,1665977114,128716
293,20221017,1665977114,467442
294,20221017,1665977114,373805
295,20221017,1665977114,315754
296,20221017,1665977114,373797
297,20221017,1665977114,459457
298,20221017,1665977114,171191
299,20221017,1665977114,6488
300,20221017,1665977114,490831
301,20221017,1665977114,485673
302,20221017,1665977114,221540
303,20221017,1665977114,332271
304,20221017,1665977114,215714
305,20221017,1665977114,276287
306,20221017,1665977114,57728
307,20221017,1665977114,516911
308,20221017,1665977114,264847
309,20221017,1665977114,307300
310,20221017,1665977114,470047
311,20221017,1665977114,498614
312,20221017,1665977114,113669
313,20221017,1665977114,304464
314,20221017,1665977114,451740
315,20221017,1665977114,357225
316,20221017,1665977114,524713
317,20221017,1665977114,82936
318,20221017,1665977114,503901
319,20221017,1665977114,147010
320,20221017,1665977114,45056
321,20221017,1665977114,203743
322,20221017,1665977114,490843
323,20221017,1665977114,12966
324,20221017,1665977114,298821
325,20221017,1665977114,107543
326,20221017,1665977114,32120
327,20221017,1665977114,16088
328,20221017,1665977114,85998
329,20221017,1665977114,529983
330,20221017,1665977114,553219
331,20221017,1665977114,373804
332,20221017,1665977114,332219
333,20221017,1665977114,194872
334,20221017,1665977114,16103
335,20221017,1665977114,28941
336,20221017,1665977114,137864
337,20221017,1665977114,550661
338,20221017,1665977114,162150
339,20221017,1665977114,456845
340,20221017,1665977114,67179
341,20221017,1665977114,79834
342,20221017,1665977114,215706
343,20221017,1665977114,424987
344,20221017,1665977114,212728
345,20221017,1665977114,362768
346,20221017,1665977114,459487
347,20221017,1665977114,125707
348,20221017,1665977114,273390
349,20221017,1665977114,529972
350,20221017,1665977114,134864
351,20221017,1665977114,282035
352,20221017,1665977114,493446
353,20221017,1665977114,12970
354,20221017,1665977114,340505
355,20221017,1665977114,323978
356,20221017,1665977114,227332
357,20221017,1665977114,96
358,20221017,1665977114,67180
359,20221017,1665977114,101612
360,20221017,1665977114,548089
361,20221017,1665977114,25829
362,20221017,1665977114,189066
363,20221017,1665977114,542955
364,20221017,1665977114,427552
365,20221017,1665977114,424982
366,20221017,1665977114,284883
367,20221017,1665977114,35360
368,20221017,1665977114,247681
369,20221017,1665977114,422239
370,20221017,1665977114,125694
371,20221017,1665977114,116620
372,20221017,1665977114,19403
373,20221017,1665977114,6489
374,20221017,1665977114,57729
375,20221017,1665977114,414282
376,20221017,1665977114,371049
377,20221017,1665977114,57730
378,20221017,1665977114,462109
379,20221017,1665977114,98381
380,20221017,1665977114,498615
381,20221017,1665977114,236070
382,20221017,1665977114,233028
383,20221017,1665977114,273388
384,20221017,1665977114,41763
385,20221017,1665977114,212679
386,20221017,1665977114,19408
387,20221017,1665977114,373800
388,20221017,1665977114,440997
389,20221017,1665977114,313015
390,20221017,1665977114,527294
391,20221017,1665977114,550656
392,20221017,1665977114,348809
393,20221017,1665977114,351612
394,20221017,1665977114,477932
395,20221017,1665977114,365588
396,20221017,1665977114,424988
397,20221017,1665977114,171193
398,20221017,1665977114,408978
399,20221017,1665977114,290390
400,20221017,1665977114,32106
401,20221017,1665977114,446259
402,20221017,1665977114,493447
403,20221017,1665977114,212734
404,20221017,1665977114,400939
405,20221017,1665977114,270516
406,20221017,1665977114,171178
407,20221017,1665977114,253377
408,20221017,1665977114,57724
409,20221017,1665977114,387339
410,20221017,1665977114,262061
411,20221017,1665977114,116619
412,20221017,1665977114,147011
413,20221017,1665977114,85995
414,20221017,1665977114,376534
415,20221017,1665977114,334974
416,20221017,1665977114,384546
417,20221017,1665977114,323977
418,20221017,1665977114,422238
419,20221017,1665977114,368317
420,20221017,1665977114,125698
421,20221017,1665977114,180228
422,20221017,1665977114,307289
423,20221017,1665977114,137868
424,20221017,1665977114,376545
425,20221017,1665977114,16104
426,20221017,1665977114,296037
427,20221017,1665977114,119648
428,20221017,1665977114,548091
429,20221017,1665977114,119649
430,20221017,1665977114,522099
431,20221017,1665977114,215711
432,20221017,1665977114,381833
433,20221017,1665977114,165210
434,20221017,1665977114,98345
435,20221017,1665977114,191945
436,20221017,1665977114,241881
437,20221017,1665977114,19406
438,20221017,1665977114,122649
439,20221017,1665977114,387340
440,20221017,1665977114,48306
441,20221017,1665977114,351615
442,20221017,1665977114,550665
443,20221017,1665977114,194875
444,20221017,1665977114,92259
445,20221017,1665977114,206681
446,20221017,1665977114,171194
